WNT age,SHH age,G3 age,G4 age,mean0,std0,median0,q1-0,q3-0,Asia follow,US follow,median1,q1-1,q3-1,TP53+ age,TP53- age,mean-2,std-2,median-2,q1-2,q3-2,Asia age,US age,mean-3,std3,median3,q1-3,q3-3,four-type age,VS age,TP age,followup-all,mean4,std4,median4,q1-4,q3-4,internal-age,external-age,all-age,mean(std),"median(Q1, Q3)"
,3.58,,10,,,,,,11,,,,,,,,,,,,7,,,,,,,11,7,8,11,,,,,,9,,9,,
,4.42,,13,,,,,,20,,,,,,,,,,,,5,,,,,,,8,5,2.33,20,,,,,,8,,8,,
,4,,12,,,,,,52,,,,,,,,,,,,6,,,,,,,9,6,12,52,,,,,,7,,7,,
,16,,10,,,,,,45,,,,,,,,,,,,6,,,,,,,8,6,2.75,45,,,,,,6,,6,,
,3,,8,,,,,,12,,,,,,,,,,,,7,,,,,,,7,7,4.25,12,,,,,,8,,8,,
,8,,7,,,,,,1,,,,,,,,,,,,10,,,,,,,6,10,3,1,,,,,,3,,3,,
,13,,4,,,,,,44,,,,,,,,,,,,4,,,,,,,8,4,6,44,,,,,,11,,11,,
,30,,13,,,,,,50,,,,,,,,,,,,10,,,,,,,13,10,16,50,,,,,,3,,3,,
,2.9,,22,,,,,,72,,,,,,,,,,,,4,,,,,,,3,4,8,72,,,,,,5,,5,,
,1.5,,9,,,,,,49,,,,,,,,,,,,34,,,,,,,11,34,7,49,,,,,,8,,8,,
,4.5,,6,,,,,,50,,,,,,,,,,,,7,,,,,,,3,7,5,50,,,,,,6,,6,,
,15,,9,,,,,,11,,,,,,,,,,,,4,,,,,,,5,4,2,11,,,,,,6,,6,,
,3,,11,,,,,,8,,,,,,,,,,,,7,,,,,,,8,7,7,8,,,,,,6,,6,,
,9,,13,,,,,,45,,,,,,,,,,,,11,,,,,,,6,11,16,45,,,,,,13,,13,,
,15,,4,,,,,,44,,,,,,,,,,,,8,,,,,,,6,8,38,44,,,,,,9,,9,,
,11,,11,,,,,,14,,,,,,,,,,,,9,,,,,,,6,9,6,14,,,,,,10,,10,,
,4,,8,,,,,,50,,,,,,,,,,,,8,,,,,,,13,8,3,50,,,,,,10,,10,,
,5.5,,15,,,,,,43,,,,,,,,,,,,7,,,,,,,9,7,2,43,,,,,,8,,8,,
,2.25,,10,,,,,,42,,,,,,,,,,,,6,,,,,,,10,6,2,42,,,,,,7,,7,,
,9,,15,,,,,,47,,,,,,,,,,,,8,,,,,,,10,8,42,47,,,,,,9,,9,,
,3,,5,,,,,,47,,,,,,,,,,,,13,,,,,,,8,13,42,47,,,,,,8,,8,,
,8,,2,,,,,,46,,,,,,,,,,,,3,,,,,,,7,3,9,46,,,,,,4,,4,,
,2.33,,5,,,,,,42,,,,,,,,,,,,11,,,,,,,8,11,,42,,,,,,10,,10,,
,12,,8,,,,,,12,,,,,,,,,,,,3,,,,,,,9,3,,12,,,,,,8,,8,,
,2.75,,5,,,,,,46,,,,,,,,,,,,5,,,,,,,8,5,,46,,,,,,6,,6,,
,4.25,,17,,,,,,14,,,,,,,,,,,,8,,,,,,,4,8,,14,,,,,,9,,9,,
,2,,6,,,,,,46,,,,,,,,,,,,6,,,,,,,13,6,,46,,,,,,9,,9,,
,42,,12,,,,,,45,,,,,,,,,,,,6,,,,,,,10,6,,45,,,,,,7,,7,,
,42,,2,,,,,,45,,,,,,,,,,,,6,,,,,,,8,6,,45,,,,,,6,,6,,
,9,,8,,,,,,41,,,,,,,,,,,,13,,,,,,,6,13,,41,,,,,,3,,3,,
,0.3,,9,,,,,,45,,,,,,,,,,,,9,,,,,,,9,9,,45,,,,,,8,,8,,
,10.9,,16,,,,,,48,,,,,,,,,,,,10,,,,,,,9,10,,48,,,,,,5,,5,,
,3.3,,4,,,,,,45,,,,,,,,,,,,10,,,,,,,6,10,,45,,,,,,6,,6,,
,1.7,,7,,,,,,36,,,,,,,,,,,,8,,,,,,,3,8,,36,,,,,,22,,22,,
,1.3,,12,,,,,,46,,,,,,,,,,,,7,,,,,,,8,7,,46,,,,,,5,,5,,
,15.2,,9,,,,,,45,,,,,,,,,,,,8,,,,,,,5,8,,45,,,,,,10,,10,,
,9.1,,4,,,,,,45,,,,,,,,,,,,9,,,,,,,6,9,,45,,,,,,5,,5,,
,0.6,,10,,,,,,23,,,,,,,,,,,,8,,,,,,,22,8,,23,,,,,,8,,8,,
,1.3,,18,,,,,,41,,,,,,,,,,,,4,,,,,,,10,4,,41,,,,,,6,,6,,
,3.4,,3,,,,,,45,,,,,,,,,,,,13,,,,,,,5,13,,45,,,,,,1,,1,,
,36.3,,12,,,,,,10,,,,,,,,,,,,10,,,,,,,8,10,,10,,,,,,14,,14,,
,15.4,,11,,,,,,40,,,,,,,,,,,,8,,,,,,,6,8,,40,,,,,,3,,3,,
,20.9,,10,,,,,,24,,,,,,,,,,,,6,,,,,,,1,6,,24,,,,,,5,,5,,
,3.9,,9,,,,,,20,,,,,,,,,,,,9,,,,,,,6,9,,20,,,,,,4,,4,,
,4.1,,12,,,,,,40,,,,,,,,,,,,9,,,,,,,14,9,,40,,,,,,19,,19,,
,4,,9,,,,,,40,,,,,,,,,,,,7,,,,,,,3,7,,40,,,,,,13,,13,,
,1.4,,4,,,,,,39,,,,,,,,,,,,6,,,,,,,5,6,,39,,,,,,26,,26,,
,0.8,,12,,,,,,39,,,,,,,,,,,,3,,,,,,,4,3,,39,,,,,,4,,4,,
,2,,10,,,,,,1,,,,,,,,,,,,8,,,,,,,19,8,,1,,,,,,3,,3,,
,3,,8,,,,,,39,,,,,,,,,,,,5,,,,,,,13,5,,39,,,,,,10,,10,,
,6,,11,,,,,,39,,,,,,,,,,,,6,,,,,,,26,6,,39,,,,,,25,,25,,
,16,,9,,,,,,39,,,,,,,,,,,,6,,,,,,,4,6,,39,,,,,,7,,7,,
,13,,6,,,,,,44,,,,,,,,,,,,22,,,,,,,3,22,,44,,,,,,13,,13,,
,8,,10,,,,,,19,,,,,,,,,,,,5,,,,,,,10,5,,19,,,,,,7,,7,,
,7,,3,,,,,,45,,,,,,,,,,,,10,,,,,,,25,10,,45,,,,,,18,,18,,
,5,,2,,,,,,39,,,,,,,,,,,,5,,,,,,,11,5,,39,,,,,,19,,19,,
,8,,8,,,,,,24,,,,,,,,,,,,8,,,,,,,7,8,,24,,,,,,10,,10,,
,2,,9,,,,,,43,,,,,,,,,,,,6,,,,,,,13,6,,43,,,,,,8,,8,,
,7,,8,,,,,,42,,,,,,,,,,,,1,,,,,,,7,1,,42,,,,,,10,,10,,
,16,,0.83,,,,,,38,,,,,,,,,,,,6,,,,,,,18,6,,38,,,,,,6,,6,,
,38,,9,,,,,,38,,,,,,,,,,,,14,,,,,,,19,14,,38,,,,,,8,,8,,
,6,,16,,,,,,42,,,,,,,,,,,,3,,,,,,,10,3,,42,,,,,,9,,9,,
,3,,5.83,,,,,,38,,,,,,,,,,,,5,,,,,,,8,5,,38,,,,,,4,,4,,
,7,,13.17,,,,,,38,,,,,,,,,,,,4,,,,,,,10,4,,38,,,,,,10,,10,,
,2,,4.92,,,,,,42,,,,,,,,,,,,19,,,,,,,6,19,,42,,,,,,5,,5,,
,,,7.42,,,,,,6,,,,,,,,,,,,13,,,,,,,8,13,,6,,,,,,5,,5,,
,,,15,,,,,,41,,,,,,,,,,,,8,,,,,,,5,8,,41,,,,,,6,,6,,
,,,9,,,,,,39,,,,,,,,,,,,26,,,,,,,9,26,,39,,,,,,4,,4,,
,,,12,,,,,,10,,,,,,,,,,,,4,,,,,,,4,4,,10,,,,,,12,,12,,
,,,4,,,,,,2,,,,,,,,,,,,3,,,,,,,10,3,,2,,,,,,11,,11,,
,,,9,,,,,,41,,,,,,,,,,,,10,,,,,,,5,10,,41,,,,,,5,,5,,
,,,6,,,,,,41,,,,,,,,,,,,25,,,,,,,7,25,,41,,,,,,13,,13,,
,,,7,,,,,,37,,,,,,,,,,,,11,,,,,,,6,11,,37,,,,,,9,,9,,
,,,17,,,,,,37,,,,,,,,,,,,7,,,,,,,7,7,,37,,,,,,3,,3,,
,,,11,,,,,,36,,,,,,,,,,,,13,,,,,,,4,13,,36,,,,,,9,,9,,
,,,11,,,,,,11.2,,,,,,,,,,,,7,,,,,,,5,7,,11.2,,,,,,10,,10,,
,,,13,,,,,,15,,,,,,,,,,,,18,,,,,,,12,18,,15,,,,,,10,,10,,
,,,11,,,,,,40,,,,,,,,,,,,19,,,,,,,11,19,,40,,,,,,7,,7,,
,,,6,,,,,,7,,,,,,,,,,,,36,,,,,,,9,36,,7,,,,,,23,,23,,
,,,4,,,,,,36,,,,,,,,,,,,10,,,,,,,5,10,,36,,,,,,12,,12,,
,,,11,,,,,,12,,,,,,,,,,,,8,,,,,,,13,8,,12,,,,,,5,,5,,
,,,3,,,,,,4,,,,,,,,,,,,10,,,,,,,9,10,,4,,,,,,5,,5,,
,,,4,,,,,,38,,,,,,,,,,,,6,,,,,,,3,6,,38,,,,,,6,,6,,
,,,7,,,,,,37,,,,,,,,,,,,8,,,,,,,9,8,,37,,,,,,18,,18,,
,,,11,,,,,,37,,,,,,,,,,,,5,,,,,,,10,5,,37,,,,,,39,,39,,
,,,2,,,,,,37,,,,,,,,,,,,9,,,,,,,10,9,,37,,,,,,30,,30,,
,,,7,,,,,,37,,,,,,,,,,,,4,,,,,,,7,4,,37,,,,,,12,,12,,
,,,7,,,,,,36,,,,,,,,,,,,10,,,,,,,23,10,,36,,,,,,4,,4,,
,,,7,,,,,,39,,,,,,,,,,,,5,,,,,,,12,5,,39,,,,,,7,,7,,
,,,7,,,,,,36,,,,,,,,,,,,5,,,,,,,5,5,,36,,,,,,8,,8,,
,,,5,,,,,,36,,,,,,,,,,,,7,,,,,,,6,7,,36,,,,,,13,,13,,
,,,14,,,,,,37,,,,,,,,,,,,6,,,,,,,18,6,,37,,,,,,5,,5,,
,,,9,,,,,,32,,,,,,,,,,,,7,,,,,,,39,7,,32,,,,,,6,,6,,
,,,10,,,,,,32,,,,,,,,,,,,4,,,,,,,30,4,,32,,,,,,15,,15,,
,,,7,,,,,,36,,,,,,,,,,,,5,,,,,,,12,5,,36,,,,,,8,,8,,
,,,10,,,,,,33,,,,,,,,,,,,12,,,,,,,4,12,,33,,,,,,5,,5,,
,,,9,,,,,,36,,,,,,,,,,,,11,,,,,,,7,11,,36,,,,,,13,,13,,
,,,6,,,,,,35,,,,,,,,,,,,9,,,,,,,8,9,,35,,,,,,6,,6,,
,,,9,,,,,,35,,,,,,,,,,,,5,,,,,,,13,5,,35,,,,,,4,,4,,
,,,11,,,,,,16,,,,,,,,,,,,13,,,,,,,5,13,,16,,,,,,2,,2,,
,,,4,,,,,,31,,,,,,,,,,,,9,,,,,,,6,9,,31,,,,,,52,,52,,
,,,15,,,,,,33,,,,,,,,,,,,3,,,,,,,15,3,,33,,,,,,3,,3,,
,,,4,,,,,,31,,,,,,,,,,,,9,,,,,,,8,9,,31,,,,,,6,,6,,
,,,25,,,,,,18,,,,,,,,,,,,10,,,,,,,5,10,,18,,,,,,21,,21,,
,,,11,,,,,,35,,,,,,,,,,,,10,,,,,,,13,10,,35,,,,,,5,,5,,
,,,17,,,,,,30,,,,,,,,,,,,7,,,,,,,6,7,,30,,,,,,2,,2,,
,,,10.2,,,,,,34,,,,,,,,,,,,23,,,,,,,4,23,,34,,,,,,9,,9,,
,,,11,,,,,,34,,,,,,,,,,,,12,,,,,,,2,12,,34,,,,,,4,,4,,
,,,1.5,,,,,,33,,,,,,,,,,,,5,,,,,,,52,5,,33,,,,,,5,,5,,
,,,21,,,,,,34,,,,,,,,,,,,5,,,,,,,3,5,,34,,,,,,7,,7,,
,,,10.7,,,,,,29,,,,,,,,,,,,6,,,,,,,6,6,,29,,,,,,11,,11,,
,,,13,,,,,,36,,,,,,,,,,,,18,,,,,,,21,18,,36,,,,,,12,,12,,
,,,7.8,,,,,,32,,,,,,,,,,,,39,,,,,,,5,39,,32,,,,,,7,,7,,
,,,6,,,,,,32,,,,,,,,,,,,30,,,,,,,12,30,,32,,,,,,8,,8,,
,,,6.6,,,,,,35,,,,,,,,,,,,12,,,,,,,7,12,,35,,,,,,5,,5,,
,,,4.3,,,,,,35,,,,,,,,,,,,4,,,,,,,5,4,,35,,,,,,10,,10,,
,,,8,,,,,,28,,,,,,,,,,,,7,,,,,,,2,7,,28,,,,,,7,,7,,
,,,8,,,,,,28,,,,,,,,,,,,8,,,,,,,9,8,,28,,,,,,40,,40,,
,,,8,,,,,,32,,,,,,,,,,,,13,,,,,,,12,13,,32,,,,,,54,,54,,
,,,5,,,,,,32,,,,,,,,,,,,5,,,,,,,4,5,,32,,,,,,16,,16,,
,,,7,,,,,,33,,,,,,,,,,,,6,,,,,,,5,6,,33,,,,,,6,,6,,
,,,3,,,,,,28,,,,,,,,,,,,15,,,,,,,7,15,,28,,,,,,8,,8,,
,,,6.83,,,,,,26,,,,,,,,,,,,8,,,,,,,11,8,,26,,,,,,8,,8,,
,,,5.92,,,,,,5,,,,,,,,,,,,5,,,,,,,12,5,,5,,,,,,2,,2,,
,,,5,,,,,,27,,,,,,,,,,,,13,,,,,,,7,13,,27,,,,,,9,,9,,
,,,7,,,,,,27,,,,,,,,,,,,6,,,,,,,8,6,,27,,,,,,4,,4,,
,,,11,,,,,,27,,,,,,,,,,,,4,,,,,,,8,4,,27,,,,,,6,,6,,
,,,6,,,,,,27,,,,,,,,,,,,2,,,,,,,5,2,,27,,,,,,11,,11,,
,,,6,,,,,,31,,,,,,,,,,,,52,,,,,,,10,52,,31,,,,,,8,,8,,
,,,13,,,,,,31,,,,,,,,,,,,3,,,,,,,7,3,,31,,,,,,5,,5,,
,,,6,,,,,,24,,,,,,,,,,,,6,,,,,,,40,6,,24,,,,,,10,,10,,
,,,10,,,,,,32,,,,,,,,,,,,21,,,,,,,54,21,,32,,,,,,8,,8,,
,,,6,,,,,,23,,,,,,,,,,,,5,,,,,,,16,5,,23,,,,,,7,,7,,
,,,3,,,,,,33,,,,,,,,,,,,12,,,,,,,7,12,,33,,,,,,4,,4,,
,,,11,,,,,,14,,,,,,,,,,,,7,,,,,,,6,7,,14,,,,,,7,,7,,
,,,11,,,,,,4,,,,,,,,,,,,5,,,,,,,8,5,,4,,,,,,3,,3,,
,,,3,,,,,,23,,,,,,,,,,,,2,,,,,,,8,2,,23,,,,,,53,,53,,
,,,5,,,,,,25,,,,,,,,,,,,9,,,,,,,2,9,,25,,,,,,5,,5,,
,,,18,,,,,,32,,,,,,,,,,,,12,,,,,,,9,12,,32,,,,,,7,,7,,
,,,6,,,,,,25,,,,,,,,,,,,4,,,,,,,4,4,,25,,,,,,8,,8,,
,,,11,,,,,,17,,,,,,,,,,,,5,,,,,,,6,5,,17,,,,,,3,,3,,
,,,20,,,,,,39,,,,,,,,,,,,7,,,,,,,11,7,,39,,,,,,5,,5,,
,,,9,,,,,,39,,,,,,,,,,,,11,,,,,,,8,11,,39,,,,,,6,,6,,
,,,4,,,,,,29,,,,,,,,,,,,12,,,,,,,5,12,,29,,,,,,3,,3,,
,,,6,,,,,,24,,,,,,,,,,,,7,,,,,,,10,7,,24,,,,,,6,,6,,
,,,7,,,,,,29,,,,,,,,,,,,8,,,,,,,8,8,,29,,,,,,17,,17,,
,,,7,,,,,,28,,,,,,,,,,,,8,,,,,,,7,8,,28,,,,,,3,,3,,
,,,5.6,,,,,,23,,,,,,,,,,,,5,,,,,,,4,5,,23,,,,,,13,,13,,
,,,8,,,,,,6,,,,,,,,,,,,10,,,,,,,6,10,,6,,,,,,4,,4,,
,,,7.8,,,,,,23,,,,,,,,,,,,7,,,,,,,7,7,,23,,,,,,18,,18,,
,,,,,,,,,27,,,,,,,,,,,,40,,,,,,,3,40,,27,,,,,,13,,13,,
,,,12.2,,,,,,25,,,,,,,,,,,,54,,,,,,,53,54,,25,,,,,,5,,5,,
,,,7.1,,,,,,27,,,,,,,,,,,,16,,,,,,,5,16,,27,,,,,,3,,3,,
,,,2.8,,,,,,6,,,,,,,,,,,,7,,,,,,,10,7,,6,,,,,,11,,11,,
,,,11.1,,,,,,27,,,,,,,,,,,,6,,,,,,,7,6,,27,,,,,,43,,43,,
,,,15.5,,,,,,36,,,,,,,,,,,,8,,,,,,,8,8,,36,,,,,,14,,14,,
,,,7.3,,,,,,23,,,,,,,,,,,,8,,,,,,,3,8,,23,,,,,,6,,6,,
,,,13.8,,,,,,20,,,,,,,,,,,,2,,,,,,,5,2,,20,,,,,,14,,14,,
,,,7.2,,,,,,26,,,,,,,,,,,,9,,,,,,,8,9,,26,,,,,,6,,6,,
,,,8.3,,,,,,22,,,,,,,,,,,,4,,,,,,,6,4,,22,,,,,,9,,9,,
,,,10.6,,,,,,22,,,,,,,,,,,,6,,,,,,,3,6,,22,,,,,,7,,7,,
,,,11.6,,,,,,21,,,,,,,,,,,,11,,,,,,,17,11,,21,,,,,,6,,6,,
,,,10,,,,,,7,,,,,,,,,,,,8,,,,,,,3,8,,7,,,,,,4,,4,,
,,,11.1,,,,,,22,,,,,,,,,,,,5,,,,,,,13,5,,22,,,,,,6,,6,,
,,,12.6,,,,,,25,,,,,,,,,,,,10,,,,,,,4,10,,25,,,,,,11,,11,,
,,,7,,,,,,21,,,,,,,,,,,,8,,,,,,,18,8,,21,,,,,,6,,6,,
,,,9.4,,,,,,23,,,,,,,,,,,,7,,,,,,,13,7,,23,,,,,,8,,8,,
,,,7.1,,,,,,15,,,,,,,,,,,,4,,,,,,,5,4,,15,,,,,,4,,4,,
,,,14,,,,,,21,,,,,,,,,,,,6,,,,,,,3,6,,21,,,,,,8,,8,,
,,,7.6,,,,,,21,,,,,,,,,,,,7,,,,,,,11,7,,21,,,,,,6,,6,,
,,,13.3,,,,,,4,,,,,,,,,,,,3,,,,,,,43,3,,4,,,,,,34,,34,,
,,,4.6,,,,,,35,,,,,,,,,,,,53,,,,,,,14,53,,35,,,,,,2,,2,,
,,,11.7,,,,,,24,,,,,,,,,,,,5,,,,,,,6,5,,24,,,,,,7,,7,,
,,,12.5,,,,,,4,,,,,,,,,,,,10,,,,,,,14,10,,4,,,,,,4,,4,,
,,,9.3,,,,,,21,,,,,,,,,,,,7,,,,,,,6,7,,21,,,,,,3,,3,,
,,,12,,,,,,19,,,,,,,,,,,,8,,,,,,,9,8,,19,,,,,,11,,11,,
,,,9.7,,,,,,23,,,,,,,,,,,,3,,,,,,,7,3,,23,,,,,,9,,9,,
,,,13.3,,,,,,18,,,,,,,,,,,,5,,,,,,,6,5,,18,,,,,,6,,6,,
,,,6.4,,,,,,26,,,,,,,,,,,,8,,,,,,,4,8,,26,,,,,,12,,12,,
,,,6.4,,,,,,21,,,,,,,,,,,,6,,,,,,,6,6,,21,,,,,,6,,6,,
,,,13.3,,,,,,22,,,,,,,,,,,,3,,,,,,,11,3,,22,,,,,,6,,6,,
,,,14,,,,,,23,,,,,,,,,,,,6,,,,,,,6,6,,23,,,,,,16,,16,,
,,,8.9,,,,,,22,,,,,,,,,,,,17,,,,,,,8,17,,22,,,,,,5,,5,,
,,,9.9,,,,,,11,,,,,,,,,,,,3,,,,,,,4,3,,11,,,,,,15,,15,,
,,,9.7,,,,,,23,,,,,,,,,,,,13,,,,,,,8,13,,23,,,,,,1,,1,,
,,,7.7,,,,,,16,,,,,,,,,,,,4,,,,,,,6,4,,16,,,,,,12,,12,,
,,,10,,,,,,20,,,,,,,,,,,,18,,,,,,,34,18,,20,,,,,,18,,18,,
,,,5.7,,,,,,16,,,,,,,,,,,,13,,,,,,,10,13,,16,,,,,,6,,6,,
,,,13.9,,,,,,15,,,,,,,,,,,,5,,,,,,,2,5,,15,,,,,,5,,5,,
,,,16.2,,,,,,8,,,,,,,,,,,,3,,,,,,,7,3,,8,,,,,,50,,50,,
,,,10.4,,,,,,19,,,,,,,,,,,,11,,,,,,,4,11,,19,,,,,,6,,6,,
,,,5.6,,,,,,15,,,,,,,,,,,,43,,,,,,,3,43,,15,,,,,,13,,13,,
,,,7,,,,,,15,,,,,,,,,,,,14,,,,,,,11,14,,15,,,,,,20,,20,,
,,,7,,,,,,14,,,,,,,,,,,,6,,,,,,,9,6,,14,,,,,,9,,9,,
,,,8,,,,,,15,,,,,,,,,,,,14,,,,,,,11,14,,15,,,,,,15,,15,,
,,,10,,,,,,15,,,,,,,,,,,,6,,,,,,,6,6,,15,,,,,,6,,6,,
,,,8,,,,,,14,,,,,,,,,,,,9,,,,,,,12,9,,14,,,,,,5,,5,,
,,,22,,,,,,14,,,,,,,,,,,,7,,,,,,,6,7,,14,,,,,,4,,4,,
,,,5,,,,,,12,,,,,,,,,,,,6,,,,,,,6,6,,12,,,,,,5,,5,,
,,,,,,,,,17,,,,,,,,,,,,4,,,,,,,16,4,,17,,,,,,6,,6,,
,,,,,,,,,13,,,,,,,,,,,,6,,,,,,,39,6,,13,,,,,,12,,12,,
,,,,,,,,,17,,,,,,,,,,,,11,,,,,,,5,11,,17,,,,,,8,,8,,
,,,,,,,,,13,,,,,,,,,,,,6,,,,,,,15,6,,13,,,,,,13,,13,,
,,,,,,,,,12,,,,,,,,,,,,8,,,,,,,1,8,,12,,,,,,4,,4,,
,,,,,,,,,10,,,,,,,,,,,,4,,,,,,,12,4,,10,,,,,,9,,9,,
,,,,,,,,,11,,,,,,,,,,,,8,,,,,,,18,8,,11,,,,,,15,,15,,
,,,,,,,,,16,,,,,,,,,,,,6,,,,,,,6,6,,16,,,,,,40,,40,,
,,,,,,,,,15,,,,,,,,,,,,34,,,,,,,5,34,,15,,,,,,46,,46,,
,,,,,,,,,15,,,,,,,,,,,,10,,,,,,,50,10,,15,,,,,,15,,15,,
,,,,,,,,,12,,,,,,,,,,,,2,,,,,,,6,2,,12,,,,,,8,,8,,
,,,,,,,,,10,,,,,,,,,,,,7,,,,,,,13,7,,10,,,,,,4,,4,,
,,,,,,,,,15,,,,,,,,,,,,4,,,,,,,20,4,,15,,,,,,34,,34,,
,,,,,,,,,12,,,,,,,,,,,,3,,,,,,,2,3,,12,,,,,,4,,4,,
,,,,,,,,,1,,,,,,,,,,,,11,,,,,,,9,11,,1,,,,,,7,,7,,
,,,,,,,,,11,,,,,,,,,,,,9,,,,,,,15,9,,11,,,,,,7,,7,,
,,,,,,,,,13,,,,,,,,,,,,11,,,,,,,6,11,,13,,,,,,37,,37,,
,,,,,,,,,8,,,,,,,,,,,,6,,,,,,,5,6,,8,,,,,,9,,9,,
,,,,,,,,,12,,,,,,,,,,,,12,,,,,,,10,12,,12,,,,,,1,,1,,
,,,,,,,,,12,,,,,,,,,,,,6,,,,,,,4,6,,12,,,,,,31,,31,,
,,,,,,,,,13,,,,,,,,,,,,6,,,,,,,5,6,,13,,,,,,13,,13,,
,,,,,,,,,9,,,,,,,,,,,,16,,,,,,,6,16,,9,,,,,,12,,12,,
,,,,,,,,,12,,,,,,,,,,,,39,,,,,,,12,39,,12,,,,,,10,,10,,
,,,,,,,,,9,,,,,,,,,,,,5,,,,,,,22,5,,9,,,,,,2,,2,,
,,,,,,,,,8,,,,,,,,,,,,15,,,,,,,8,15,,8,,,,,,13,,13,,
,,,,,,,,,9,,,,,,,,,,,,1,,,,,,,13,1,,9,,,,,,12,,12,,
,,,,,,,,,13,,,,,,,,,,,,12,,,,,,,5,12,,13,,,,,,10,,10,,
,,,,,,,,,11,,,,,,,,,,,,18,,,,,,,4,18,,11,,,,,,7,,7,,
,,,,,,,,,7,,,,,,,,,,,,6,,,,,,,12,6,,7,,,,,,8,,8,,
,,,,,,,,,7,,,,,,,,,,,,5,,,,,,,9,5,,7,,,,,,17,,17,,
,,,,,,,,,11,,,,,,,,,,,,50,,,,,,,7,50,,11,,,,,,5,,5,,
,,,,,,,,,10,,,,,,,,,,,,6,,,,,,,15,6,,10,,,,,,20,,20,,
,,,,,,,,,6,,,,,,,,,,,,13,,,,,,,40,13,,6,,,,,,16,,16,,
,,,,,,,,,11,,,,,,,,,,,,20,,,,,,,46,20,,11,,,,,,6,,6,,
,,,,,,,,,6,,,,,,,,,,,,2,,,,,,,15,2,,6,,,,,,7,,7,,
,,,,,,,,,5,,,,,,,,,,,,9,,,,,,,8,9,,5,,,,,,5,,5,,
,,,,,,,,,12,,,,,,,,,,,,15,,,,,,,4,15,,12,,,,,,31,,31,,
,,,,,,,,,5,,,,,,,,,,,,6,,,,,,,34,6,,5,,,,,,7,,7,,
,,,,,,,,,9,,,,,,,,,,,,5,,,,,,,4,5,,9,,,,,,4,,4,,
,,,,,,,,,5,,,,,,,,,,,,10,,,,,,,7,10,,5,,,,,,12,,12,,
,,,,,,,,,5,,,,,,,,,,,,4,,,,,,,7,4,,5,,,,,,13,,13,,
,,,,,,,,,4,,,,,,,,,,,,5,,,,,,,37,5,,4,,,,,,2,,2,,
