WNT age,SHH age,G3 age,G4 age,mean0,std0,median0,q1-0,q3-0,Asia follow,US follow,median1,q1-1,q3-1,TP53+ age,TP53- age,mean-2,std-2,median-2,q1-2,q3-2,Asia age,US age,mean-3,std3,median3,q1-3,q3-3,four-type age,VS age,TP age,followup-all,mean4,std4,median4,q1-4,q3-4,internal-age,external-age,all-age,mean(std),"median(Q1, Q3)"
,,,,,,,,,9,,,,,,,,,,,,8,,,,,,,9.6,8,,9,,,,,,,,,,
,,,,,,,,,8,,,,,,,,,,,,7,,,,,,,6.6,7,,8,,,,,,,,,,
,,,,,,,,,10,,,,,,,,,,,,16,,,,,,,4.3,16,,10,,,,,,,,,,
,,,,,,,,,7,,,,,,,,,,,,1.5,,,,,,,30,1.5,,7,,,,,,,,,,
,,,,,,,,,2,,,,,,,,,,,,10,,,,,,,2.9,10,,2,,,,,,,,,,
,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,8,3,,2,,,,,,,,,,
,,,,,,,,,12,,,,,,,,,,,,10,,,,,,,8,10,,12,,,,,,,,,,
,,,,,,,,,3,,,,,,,,,,,,10,,,,,,,1.5,10,,3,,,,,,,,,,
,,,,,,,,,15,,,,,,,,,,,,8,,,,,,,4.5,8,,15,,,,,,,,,,
,,,,,,,,,4,,,,,,,,,,,,4,,,,,,,15,4,,4,,,,,,,,,,
,,,,,,,,,18,,,,,,,,,,,,3,,,,,,,8,3,,18,,,,,,,,,,
,,,,,,,,,91,,,,,,,,,,,,10,,,,,,,5,10,,91,,,,,,,,,,
,,,,,,,,,16,,,,,,,,,,,,6,,,,,,,7,6,,16,,,,,,,,,,
,,,,,,,,,3,,,,,,,,,,,,9,,,,,,,3,9,,3,,,,,,,,,,
,,,,,,,,,1,,,,,,,,,,,,5,,,,,,,9,5,,1,,,,,,,,,,
,,,,,,,,,4,,,,,,,,,,,,6,,,,,,,13,6,,4,,,,,,,,,,
,,,,,,,,,32.4,,,,,,,,,,,,13,,,,,,,15,13,,32.4,,,,,,,,,,
,,,,,,,,,44,,,,,,,,,,,,21,,,,,,,9,21,,44,,,,,,,,,,
,,,,,,,,,38,,,,,,,,,,,,9.6,,,,,,,11,9.6,,38,,,,,,,,,,
,,,,,,,,,38,,,,,,,,,,,,10.7,,,,,,,3,10.7,,38,,,,,,,,,,
,,,,,,,,,28,,,,,,,,,,,,13,,,,,,,4,13,,28,,,,,,,,,,
,,,,,,,,,40,,,,,,,,,,,,7.8,,,,,,,6.83,7.8,,40,,,,,,,,,,
,,,,,,,,,27,,,,,,,,,,,,6,,,,,,,5.5,6,,27,,,,,,,,,,
,,,,,,,,,22,,,,,,,,,,,,5.4,,,,,,,5.92,5.4,,22,,,,,,,,,,
,,,,,,,,,20,,,,,,,,,,,,9.6,,,,,,,1.75,9.6,,20,,,,,,,,,,
,,,,,,,,,22,,,,,,,,,,,,6.6,,,,,,,11,6.6,,22,,,,,,,,,,
,,,,,,,,,10,,,,,,,,,,,,4.3,,,,,,,2.25,4.3,,10,,,,,,,,,,
,,,,,,,,,28.5,,,,,,,,,,,,30,,,,,,,8,30,,28.5,,,,,,,,,,
,,,,,,,,,10,,,,,,,,,,,,2.9,,,,,,,9,2.9,,10,,,,,,,,,,
,,,,,,,,,22,,,,,,,,,,,,8,,,,,,,3,8,,22,,,,,,,,,,
,,,,,,,,,24,,,,,,,,,,,,8,,,,,,,4,8,,24,,,,,,,,,,
,,,,,,,,,21,,,,,,,,,,,,1.5,,,,,,,8,1.5,,21,,,,,,,,,,
,,,,,,,,,9.5,,,,,,,,,,,,4.5,,,,,,,2.33,4.5,,9.5,,,,,,,,,,
,,,,,,,,,6.5,,,,,,,,,,,,15,,,,,,,12,15,,6.5,,,,,,,,,,
,,,,,,,,,6.3,,,,,,,,,,,,8,,,,,,,9,8,,6.3,,,,,,,,,,
,,,,,,,,,24,,,,,,,,,,,,5,,,,,,,2.75,5,,24,,,,,,,,,,
,,,,,,,,,30,,,,,,,,,,,,7,,,,,,,4.25,7,,30,,,,,,,,,,
,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,5,3,,2,,,,,,,,,,
,,,,,,,,,16,,,,,,,,,,,,9,,,,,,,7,9,,16,,,,,,,,,,
,,,,,,,,,1,,,,,,,,,,,,13,,,,,,,9,13,,1,,,,,,,,,,
,,,,,,,,,11,,,,,,,,,,,,15,,,,,,,2,15,,11,,,,,,,,,,
,,,,,,,,,12,,,,,,,,,,,,9,,,,,,,42,9,,12,,,,,,,,,,
,,,,,,,,,14,,,,,,,,,,,,11,,,,,,,11,11,,14,,,,,,,,,,
,,,,,,,,,17,,,,,,,,,,,,5.92,,,,,,,3,5.92,,17,,,,,,,,,,
,,,,,,,,,27,,,,,,,,,,,,8,,,,,,,6,8,,27,,,,,,,,,,
,,,,,,,,,20,,,,,,,,,,,,13,,,,,,,6,13,,20,,,,,,,,,,
,,,,,,,,,56,,,,,,,,,,,,8,,,,,,,13,8,,56,,,,,,,,,,
,,,,,,,,,50,,,,,,,,,,,,17,,,,,,,9,17,,50,,,,,,,,,,
,,,,,,,,,36,,,,,,,,,,,,2.75,,,,,,,6,2.75,,36,,,,,,,,,,
,,,,,,,,,17,,,,,,,,,,,,8,,,,,,,10,8,,17,,,,,,,,,,
,,,,,,,,,34,,,,,,,,,,,,11,,,,,,,7,11,,34,,,,,,,,,,
,,,,,,,,,24,,,,,,,,,,,,3,,,,,,,6,3,,24,,,,,,,,,,
,,,,,,,,,23,,,,,,,,,,,,4,,,,,,,3,4,,23,,,,,,,,,,
,,,,,,,,,31,,,,,,,,,,,,6.83,,,,,,,3,6.83,,31,,,,,,,,,,
,,,,,,,,,1,,,,,,,,,,,,5.5,,,,,,,3,5.5,,1,,,,,,,,,,
,,,,,,,,,3.5,,,,,,,,,,,,5.92,,,,,,,23,5.92,,3.5,,,,,,,,,,
,,,,,,,,,9,,,,,,,,,,,,1.75,,,,,,,11,1.75,,9,,,,,,,,,,
,,,,,,,,,21,,,,,,,,,,,,11,,,,,,,11,11,,21,,,,,,,,,,
,,,,,,,,,26,,,,,,,,,,,,2.25,,,,,,,3,2.25,,26,,,,,,,,,,
,,,,,,,,,32,,,,,,,,,,,,8,,,,,,,3,8,,32,,,,,,,,,,
,,,,,,,,,28,,,,,,,,,,,,9,,,,,,,5,9,,28,,,,,,,,,,
,,,,,,,,,37,,,,,,,,,,,,3,,,,,,,18,3,,37,,,,,,,,,,
,,,,,,,,,1,,,,,,,,,,,,4,,,,,,,42,4,,1,,,,,,,,,,
,,,,,,,,,30,,,,,,,,,,,,8,,,,,,,31,8,,30,,,,,,,,,,
,,,,,,,,,1,,,,,,,,,,,,2.33,,,,,,,6,2.33,,1,,,,,,,,,,
,,,,,,,,,2,,,,,,,,,,,,12,,,,,,,7,12,,2,,,,,,,,,,
,,,,,,,,,2,,,,,,,,,,,,9,,,,,,,11,9,,2,,,,,,,,,,
,,,,,,,,,4,,,,,,,,,,,,2.75,,,,,,,20,2.75,,4,,,,,,,,,,
,,,,,,,,,10,,,,,,,,,,,,4.25,,,,,,,9,4.25,,10,,,,,,,,,,
,,,,,,,,,10,,,,,,,,,,,,5,,,,,,,14,5,,10,,,,,,,,,,
,,,,,,,,,13,,,,,,,,,,,,7,,,,,,,2,7,,13,,,,,,,,,,
,,,,,,,,,6,,,,,,,,,,,,9,,,,,,,4,9,,6,,,,,,,,,,
,,,,,,,,,9.266666667,,,,,,,,,,,,2,,,,,,,9,5.6,,19.4,,,,,,,,,,
,,,,,,,,,6.633333333,,,,,,,,,,,,42,,,,,,,2,2.1,,14.4,,,,,,,,,,
,,,,,,,,,14.96666667,,,,,,,,,,,,11,,,,,,,8,4.6,,61.5,,,,,,,,,,
,,,,,,,,,26.3,,,,,,,,,,,,3,,,,,,,4,8,,75.4,,,,,,,,,,
,,,,,,,,,14.23333333,,,,,,,,,,,,6,,,,,,,7,0.3,,38.4,,,,,,,,,,
,,,,,,,,,13.36666667,,,,,,,,,,,,6,,,,,,,7,7.8,,26.5,,,,,,,,,,
,,,,,,,,,13.4,,,,,,,,,,,,13,,,,,,,6,,,4.4,,,,,,,,,,
,,,,,,,,,11.56666667,,,,,,,,,,,,9,,,,,,,9,6.1,,13.2,,,,,,,,,,
,,,,,,,,,9.2,,,,,,,,,,,,6,,,,,,,7,12.2,,73.9,,,,,,,,,,
,,,,,,,,,9.166666667,,,,,,,,,,,,10,,,,,,,7,7.1,,46.9,,,,,,,,,,
,,,,,,,,,9.1,,,,,,,,,,,,7,,,,,,,9,10.9,,59.1,,,,,,,,,,
,,,,,,,,,9,,,,,,,,,,,,6,,,,,,,8,2.8,,31.3,,,,,,,,,,
,,,,,,,,,19.93333333,,,,,,,,,,,,3,,,,,,,16,11.1,,107.4,,,,,,,,,,
,,,,,,,,,19.93333333,,,,,,,,,,,,3,,,,,,,13,3.3,,10.8,,,,,,,,,,
,,,,,,,,,7.933333333,,,,,,,,,,,,3,,,,,,,5.6,1.7,,111.2,,,,,,,,,,
,,,,,,,,,19.73333333,,,,,,,,,,,,23,,,,,,,2.1,15.5,,59.2,,,,,,,,,,
,,,,,,,,,7.7,,,,,,,,,,,,11,,,,,,,4.6,7.8,,12,,,,,,,,,,
,,,,,,,,,7.7,,,,,,,,,,,,11,,,,,,,8,3.5,,14.3,,,,,,,,,,
,,,,,,,,,7.5,,,,,,,,,,,,3,,,,,,,0.3,7.3,,17.3,,,,,,,,,,
,,,,,,,,,6.833333333,,,,,,,,,,,,3,,,,,,,7.8,1.3,,0.7,,,,,,,,,,
,,,,,,,,,7.066666667,,,,,,,,,,,,5,,,,,,,,13.8,,91,,,,,,,,,,
,,,,,,,,,7.066666667,,,,,,,,,,,,18,,,,,,,6.1,7.2,,77.4,,,,,,,,,,
,,,,,,,,,7.033333333,,,,,,,,,,,,42,,,,,,,12.2,3.8,,128.7,,,,,,,,,,
,,,,,,,,,18.76666667,,,,,,,,,,,,31,,,,,,,7.1,8.2,,93.1,,,,,,,,,,
,,,,,,,,,6.666666667,,,,,,,,,,,,6,,,,,,,10.9,11.1,,114.5,,,,,,,,,,
,,,,,,,,,6.533333333,,,,,,,,,,,,7,,,,,,,2.8,8.3,,58.9,,,,,,,,,,
,,,,,,,,,6.533333333,,,,,,,,,,,,11,,,,,,,11.1,5.6,,36.7,,,,,,,,,,
,,,,,,,,,6.4,,,,,,,,,,,,20,,,,,,,3.3,15.2,,50.3,,,,,,,,,,
,,,,,,,,,6.366666667,,,,,,,,,,,,9,,,,,,,1.7,9.1,,23.6,,,,,,,,,,
,,,,,,,,,5.866666667,,,,,,,,,,,,14,,,,,,,15.5,10.6,,107.4,,,,,,,,,,
,,,,,,,,,5.833333333,,,,,,,,,,,,2,,,,,,,7.8,11.6,,75.9,,,,,,,,,,
,,,,,,,,,17.46666667,,,,,,,,,,,,4,,,,,,,3.5,10,,111.1,,,,,,,,,,
,,,,,,,,,5.5,,,,,,,,,,,,9,,,,,,,7.3,0.6,,8.8,,,,,,,,,,
,,,,,,,,,5.6,,,,,,,,,,,,2,,,,,,,1.3,11.1,,77,,,,,,,,,,
,,,,,,,,,5.6,,,,,,,,,,,,8,,,,,,,13.8,12.6,,53.9,,,,,,,,,,
,,,,,,,,,5.5,,,,,,,,,,,,4,,,,,,,7.2,7,,75.3,,,,,,,,,,
,,,,,,,,,5.5,,,,,,,,,,,,7,,,,,,,3.8,9.4,,258.4,,,,,,,,,,
,,,,,,,,,4.533333333,,,,,,,,,,,,7,,,,,,,8.2,1.3,,49.2,,,,,,,,,,
,,,,,,,,,4.933333333,,,,,,,,,,,,6,,,,,,,11.1,3.4,,47.8,,,,,,,,,,
,,,,,,,,,16.33333333,,,,,,,,,,,,9,,,,,,,8.3,7.1,,112.1,,,,,,,,,,
,,,,,,,,,4.2,,,,,,,,,,,,7,,,,,,,5.6,14,,24.4,,,,,,,,,,
,,,,,,,,,4.433333333,,,,,,,,,,,,10,,,,,,,15.2,36.3,,8.4,,,,,,,,,,
,,,,,,,,,4.733333333,,,,,,,,,,,,7,,,,,,,9.1,7.6,,54.6,,,,,,,,,,
,,,,,,,,,3.866666667,,,,,,,,,,,,9,,,,,,,10.6,13.3,,79.7,,,,,,,,,,
,,,,,,,,,3.133333333,,,,,,,,,,,,8,,,,,,,11.6,5.2,,15.1,,,,,,,,,,
,,,,,,,,,3.033333333,,,,,,,,,,,,16,,,,,,,10,4.6,,76.4,,,,,,,,,,
,,,,,,,,,3.4,,,,,,,,,,,,13,,,,,,,0.6,11.7,,46.3,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,6.2,,111.7,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,12.5,,144.8,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3.7,,133.7,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,9.3,,114.4,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,13,,51.8,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,12,,110.4,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,9.7,,45.4,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13.3,,26.3,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.3,15.4,,8.2,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,6.4,,59,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,6.4,,62.1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,11.6,,33.9,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,4.3,,3,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,3.8,,73.3,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,4.6,,18.7,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,13.3,,48.5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,14,,13.6,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,2.1,,27.1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,8.9,,18.9,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9.9,,1.4,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,9.9,,57.7,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,4.1,,20,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4,20.9,,45.6,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,9.7,,20.8,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,15.4,,19.3,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,7.7,,91.6,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,10,,99.9,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,3.9,,3.6,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,7.4,,66.6,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,5.1,,57.8,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4.1,,51,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,4,,19,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,5.7,,18.7,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,13.9,,110.8,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,1.4,,25.8,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,11.4,,27.5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9,0.8,,11.2,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,16.2,,48.2,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4,10.4,,109.8,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,5.6,,38,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5.6,,43.9,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,2.4,,4.3,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,2,,51,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,10.2,,31.5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,3,,10,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,12.2,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,8,,49.1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,3,,17.8,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,3,,50,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,5,,57.4,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,16,,62.4,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,13,,65.2,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,9,,61.6,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,6,,24.8,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,7,,68.5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,6,,18.9,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,69.2,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,9,,72.5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,,71.8,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,,73.9,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,13,,72,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7,,12.4,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,,20.6,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,11.5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,8,,28.5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,,30.2,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,18,,23.8,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,41.1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,41.7,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,,24,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,16,,74,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,76.8,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,,82.9,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,8,,81.8,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,26,,33.4,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,38,,21.1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,36,,80.8,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,23.8,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,22,,20.9,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,29.7,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,31.2,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,36.1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,43.2,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,11.2,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,9.266666667,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,6.633333333,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,14.96666667,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,26.3,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,14.23333333,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,13.36666667,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,13.4,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,11.56666667,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,9.2,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,9.166666667,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,9.1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,9,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,19.93333333,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,19.93333333,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,7.933333333,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,19.73333333,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,7.7,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,7.7,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,7.5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,6.833333333,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,7.066666667,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,7.066666667,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,7.033333333,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,18.76666667,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,6.666666667,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,6.533333333,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,6.533333333,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,6.4,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,6.366666667,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,5.866666667,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5.833333333,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,17.46666667,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,5.5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,5.6,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,5.6,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,5.5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,5.5,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,4.533333333,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,4.933333333,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,16.33333333,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,4.2,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,4.433333333,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,4.733333333,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,3.866666667,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,3.133333333,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,3.033333333,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,3.4,,,,,,,,,,
